id,title,content_type,genre_primary,genre_secondary,release_year,duration_minutes,rating,language,country_of_origin,imdb_rating,production_budget,box_office_revenue,number_of_seasons,number_of_episodes,is_netflix_original,added_to_platform,content_warning
981,Dark Ice,Stand-up Comedy,Crime,None,2023,48,TV-Y,Italian,India,10.0,11115414,64610932.91,0,0,FALSE,2024-03-02,FALSE
982,Mission Fire,Movie,Documentary,None,2023,119,TV-14,Italian,Japan,7.8,22471820,5603722,0,0,FALSE,2021-06-05,FALSE
983,Dragon Storm,TV Series,Documentary,None,2023,63,TV-MA,Hindi,USA,6.6,11115414,64610932.91,9,50,FALSE,2024-06-09,FALSE
984,Little Kingdom,Movie,Documentary,None,2023,99,TV-Y,English,USA,1.4,1745829,1894665,0,0,FALSE,2023-08-08,FALSE
985,City Fire,TV Series,Documentary,None,2023,36,PG,English,Canada,6.1,11115414,64610932.91,3,144,FALSE,2021-05-06,FALSE
986,Empire Battle,Movie,Family,Documentary,2023,108,G,English,USA,6.8,20837483,4643156,0,0,TRUE,2023-05-30,FALSE
987,New Family,Stand-up Comedy,Family,Family,2023,70,TV-MA,English,South Korea,7.0,11115414,64610932.91,0,0,FALSE,2022-12-14,FALSE
988,First Mission,Movie,History,None,2023,106,TV-Y7,English,USA,7.6,992285,84883879,0,0,FALSE,2020-12-26,FALSE
989,King Dragon,TV Series,History,None,2023,44,TV-G,English,USA,6.2,11115414,64610932.91,9,89,TRUE,2022-06-16,TRUE
990,Last Mission,Movie,History,Western,2023,122,TV-14,German,Canada,8.7,17655990,7400330,0,0,FALSE,2023-03-20,TRUE
991,Battle War,TV Series,History,Horror,2023,53,PG,Hindi,USA,7.0,11115414,64610932.91,5,95,TRUE,2022-06-05,FALSE
992,Phoenix Storm,TV Series,Horror,Sci-Fi,2023,51,TV-Y,English,USA,6.8,11115414,64610932.91,1,93,FALSE,2023-05-26,FALSE
993,Kingdom War,TV Series,Sci-Fi,None,2023,38,R,English,USA,5.5,11115414,64610932.91,14,42,FALSE,2023-12-01,FALSE
994,Adventure Princess,Movie,Sci-Fi,None,2023,113,PG,English,India,6.3,4061469,9300295,0,0,FALSE,2024-11-01,FALSE
995,City Empire,Documentary,Sport,None,2023,19,TV-14,English,France,5.6,11115414,64610932.91,0,0,FALSE,2025-06-20,FALSE
996,New Dream,Movie,Sport,Thriller,2023,97,NC-17,English,USA,6.3,29439846,2124537,0,0,FALSE,2021-07-11,FALSE
997,City Empire,Documentary,Sport,None,2023,19,TV-14,English,France,5.6,11115414,64610932.91,0,0,FALSE,2025-06-20,FALSE
998,Kingdom Day,Movie,Thriller,None,2023,111,NC-17,English,Germany,4.6,629194,2736647,0,0,FALSE,2024-03-03,FALSE
999,First Dream,TV Series,Thriller,Thriller,2023,62,R,English,USA,10.0,11115414,64610932.91,12,54,TRUE,2025-01-29,FALSE
1000,Family Story,Movie,War,None,2023,119,PG-13,English,USA,6.5,2792744,194859508,0,0,FALSE,2022-12-24,FALSE
1001,Story Fire,Stand-up Comedy,War,None,2023,34,TV-PG,English,UK,6.1,11115414,64610932.91,0,0,TRUE,2024-04-16,FALSE
1002,Quest War,Movie,War,War,2023,146,PG,English,Germany,7.1,77455401,7924508,0,0,FALSE,2024-06-27,FALSE
1003,A Mystery,Movie,War,None,2023,117,TV-PG,Spanish,Germany,5.6,11115414,31526910,0,0,FALSE,2025-05-01,FALSE
1004,A King,Movie,Western,None,2023,59,PG-13,English,South Korea,7.2,20316482,209532686,0,0,FALSE,2024-02-15,FALSE
1005,Storm Family,Stand-up Comedy,Action,Mystery,2024,61,TV-MA,English,USA,4.8,11115414,64610932.91,0,0,FALSE,2024-03-03,TRUE
1006,Storm Family,Stand-up Comedy,Action,Mystery,2024,61,TV-MA,English,USA,4.8,11115414,64610932.91,0,0,FALSE,2024-03-03,TRUE
1007,Princess Love,Documentary,Adventure,None,2024,76,TV-G,Japanese,USA,4.8,11115414,64610932.91,0,0,FALSE,2021-02-28,FALSE
1008,Dark Legend,Movie,Animation,Sport,2024,127,R,Hindi,USA,3.4,247987,11671074,0,0,FALSE,2023-02-21,TRUE
1009,Our War,Stand-up Comedy,Animation,None,2024,51,PG,Japanese,South Korea,8.3,11115414,64610932.91,0,0,FALSE,2021-03-22,FALSE
1010,Night King,Movie,Animation,None,2024,90,TV-14,English,India,6.3,11115414,64610932.91,0,0,FALSE,2025-06-09,TRUE
1011,Phoenix Ice,TV Series,Animation,None,2024,63,R,English,USA,4.9,11115414,64610932.91,6,132,TRUE,2025-03-17,TRUE
1012,Battle Storm,Movie,Animation,None,2024,103,TV-Y,English,South Korea,4.8,2676591,64610932.91,0,0,FALSE,2025-07-11,FALSE
1013,First Night,Movie,Animation,None,2024,137,TV-PG,Korean,France,7.0,5430130,17526308,0,0,FALSE,2021-06-05,FALSE
1014,Secret Battle,Stand-up Comedy,Animation,None,2024,63,TV-14,German,USA,8.3,11115414,64610932.91,0,0,FALSE,2023-08-30,FALSE
1015,Kingdom Fire,Movie,Biography,Comedy,2024,118,PG,English,Canada,5.6,2785266,20178073,0,0,FALSE,2023-05-29,FALSE
1016,Kingdom Fire,Movie,Biography,Comedy,2024,118,PG,English,Canada,5.6,2785266,20178073,0,0,FALSE,2023-05-29,FALSE
1017,Legend Love,Movie,Comedy,None,2024,117,TV-Y7,Spanish,USA,6.3,3778470,57571931,0,0,FALSE,2021-05-31,FALSE
1018,A Adventure,Stand-up Comedy,Crime,None,2024,70,TV-G,English,USA,5.9,11115414,64610932.91,0,0,FALSE,2024-01-20,FALSE
1019,Dream Secret,TV Series,Documentary,Sci-Fi,2024,33,PG-13,English,UK,4.5,11115414,64610932.91,8,105,FALSE,2021-06-08,FALSE
1020,Day Warrior,Stand-up Comedy,Documentary,Animation,2024,44,TV-Y7,Spanish,South Korea,6.0,11115414,64610932.91,0,0,TRUE,2021-10-10,FALSE
1021,Day Warrior,Stand-up Comedy,Documentary,Animation,2024,44,TV-Y7,Spanish,South Korea,6.0,11115414,64610932.91,0,0,TRUE,2021-10-10,FALSE
1022,Empire Mystery,TV Series,Drama,None,2024,38,TV-14,English,Japan,7.1,11115414,64610932.91,3,84,FALSE,2021-09-19,FALSE
1023,Day Fire,Movie,Family,None,2024,127,TV-Y,English,South Korea,6.9,4158763,214080071,0,0,FALSE,2021-12-20,TRUE
1024,House Empire,TV Series,History,Biography,2024,21,R,French,USA,7.1,11115414,64610932.91,11,124,FALSE,2024-02-29,FALSE
1025,Dragon Dragon,Documentary,Horror,None,2024,85,PG,English,South Korea,6.3,11115414,64610932.91,0,0,FALSE,2023-10-13,FALSE
1026,Mystery Day,Documentary,Horror,Family,2024,46,TV-Y7,Italian,USA,9.3,11115414,64610932.91,0,0,FALSE,2021-04-15,FALSE
1027,Big Day,Movie,Horror,None,2024,185,TV-PG,Japanese,South Korea,7.9,436936,25050655,0,0,FALSE,2024-01-13,FALSE
1028,Dark Princess,Movie,Mystery,None,2024,123,R,English,USA,7.5,7530143,3531986,0,0,FALSE,2023-11-25,FALSE
1029,Warrior War,Movie,Romance,None,2024,129,TV-Y7,English,USA,4.7,11115414,2057069,0,0,FALSE,2022-06-10,FALSE
1030,Family Secret,Limited Series,Romance,None,2024,56,TV-Y7,French,USA,6.3,11115414,64610932.91,11,58,TRUE,2023-12-23,FALSE
1031,Battle Mission,TV Series,Romance,None,2024,15,TV-MA,Japanese,USA,5.6,11115414,64610932.91,3,185,TRUE,2022-07-13,FALSE
1032,Family Secret,Limited Series,Romance,None,2024,56,TV-Y7,French,USA,6.3,11115414,64610932.91,11,58,TRUE,2023-12-23,FALSE
1033,Journey Phoenix,Movie,Sci-Fi,None,2024,101,TV-Y,English,USA,7.0,97100,69320180,0,0,TRUE,2020-08-14,TRUE
1034,Story Mystery,Movie,Sci-Fi,None,2024,115,TV-Y7,English,USA,6.4,31998338,4303498,0,0,TRUE,2025-04-25,FALSE
1035,House War,Movie,Sci-Fi,None,2024,155,NC-17,English,USA,6.9,11115414,64610932.91,0,0,FALSE,2021-02-25,FALSE
1036,Family Queen,Movie,Sci-Fi,Action,2024,125,NC-17,Spanish,USA,6.3,11115414,10714224,0,0,FALSE,2024-05-02,FALSE
1037,Storm Love,Documentary,Sci-Fi,Family,2024,102,TV-14,Italian,Canada,6.3,11115414,64610932.91,0,0,TRUE,2021-05-24,FALSE
1038,Quest Adventure,TV Series,Sport,Family,2024,43,TV-PG,Spanish,USA,6.4,11115414,64610932.91,13,123,TRUE,2025-01-10,FALSE
1039,War Secret,Documentary,Sport,War,2024,56,TV-G,Japanese,USA,6.3,11115414,64610932.91,0,0,TRUE,2024-04-15,FALSE
1040,Day Dragon,TV Series,Western,None,2024,71,TV-G,English,USA,6.3,11115414,64610932.91,14,37,TRUE,2021-03-04,FALSE
